Funder,Recipient,Total value
Multilateral Investment Fund,Costa Rica,1000000
Multilateral Investment Fund,Ecuador,378588
Multilateral Investment Fund,Mexico,2000000
MSI Reproductive Choices,Afghanistan,1720336
MSI Reproductive Choices,Bangladesh,36549373
MSI Reproductive Choices,Burkina Faso,4566510
MSI Reproductive Choices,Ethiopia,39865487
MSI Reproductive Choices,Ghana,5218869
MSI Reproductive Choices,Kenya,38562831
MSI Reproductive Choices,Low and middle-income countries (LMIC),15082681
MSI Reproductive Choices,Madagascar,7913545
MSI Reproductive Choices,Malawi,6833747
MSI Reproductive Choices,Mali,21267873
MSI Reproductive Choices,Nepal,5746356
MSI Reproductive Choices,Niger,2609434
MSI Reproductive Choices,Nigeria,5871228
MSI Reproductive Choices,Pakistan,23705049
MSI Reproductive Choices,Senegal,3261793
MSI Reproductive Choices,Sierra Leone,7068357
MSI Reproductive Choices,Uganda,30445019
MSI Reproductive Choices,United Republic of Tanzania,12388949
MSI Reproductive Choices,Yemen,12248826
MSI Reproductive Choices,Zambia,8695316
MSI Reproductive Choices,Zimbabwe,8387025
Mott MacDonald Limited,Africa,19159590
Mott MacDonald Limited,Asia,19159590
Montrose International LLP,Sierra Leone,3881427
Montenegro,United Nations (UN),5000
Monaco,World Health Organization (WHO),474813
Minority Rights Group,Cambodia,102933
Minority Rights Group,Ethiopia,102933
Minority Rights Group,Kenya,102933
Minority Rights Group,Myanmar,102933
Mifumi,Kenya,955805
Mexico,Coalition for Epidemic Preparedness Innovations (CEPI),600000
Mexico,World Health Organization (WHO),1000000
Mercy Ships UK Limited,Senegal,738959
Mercy Corps Europe,Kenya,332409
Merck,Direct Relief,25000
Merck,International Red Cross and Red Crescent Movement,313150
Merck,Project Hope,63000
Memisa,Benin,3116553
Memisa,Burundi,1685227
Memisa,Democratic Republic of the Congo,14959912
Memisa,Guinea,1035118
Memisa,India,1084631
Memisa,Mauritania,988499
Medicos del Mundo,South Sudan,682005
"Medical Research Centre (MRC), Sierra Leone",Sierra Leone,896493
Médecins Sans Vacances,Benin,1313420
Médecins Sans Vacances,Burundi,1438402
Médecins Sans Vacances,Democratic Republic of the Congo,3557394
Max Foundation,Bangladesh,120106
Mauritius,United Nations (UN),20000
Mauritania,World Health Organization (WHO),933169
MapAction,Africa,22865
MapAction,Caribbean,22865
MapAction,Central America,22865
MapAction,Europe,22865
MapAction,Middle East,22865
MapAction,South America,22705
MannionDaniels,Cote d'Ivoire,150380
MannionDaniels,Gambia,77380
MannionDaniels,Kenya,230679
MannionDaniels,Liberia,230679
MannionDaniels,Mali,77380
MannionDaniels,Nigeria,308059
MannionDaniels,Sierra Leone,230679
MannionDaniels,Somalia,77380
MannionDaniels,South Sudan,77380
Malta,United Nations (UN),62295
Malta,World Health Organization (WHO),59737
Mali,World Health Organization (WHO),1106717
Malaysia,United Nations (UN),100000
Malaria Consortium,Africa,3566641
Malaria Consortium,Asia,1857945
Malaria Consortium,Burkina Faso,9627679
Malaria Consortium,Cambodia,8961443
Malaria Consortium,Cameroon,87347
Malaria Consortium,Chad,6501946
Malaria Consortium,Ethiopia,5289955
Malaria Consortium,Ghana,291391
Malaria Consortium,Guinea Bissau,640320
Malaria Consortium,Mozambique,27809789
Malaria Consortium,Myanmar,4531092
Malaria Consortium,Nigeria,98532371
Malaria Consortium,Sierra Leone,117031
Malaria Consortium,South Sudan,41786268
Malaria Consortium,Thailand,2245059
Malaria Consortium,Togo,7312100
Malaria Consortium,Uganda,105953512
Malaria Consortium,United Kingdom,5810006
Mainline,Indonesia,567900
Mainline,Kenya,686832
Mainline,Low and middle-income countries (LMIC),311728
Mainline,Nepal,421410
Mainline,Netherlands,4565043
Mainline,Pakistan,879834
Mainline,South Africa,1045267
Mainline,United Republic of Tanzania,120026
